,Id,binding
1059,R95-2A04,others
1060,R95-2A05,others
1061,R95-2A07,others
1062,R95-2A09,others
1063,R95-2A10,others
1064,R95-2B02,others
1065,R95-2B03,others
1066,R95-2B05,others
1067,R95-2B10,others
1068,R95-2B11,others
1069,R95-2C04,others
1070,R95-2C05,others
1071,R95-2C06,others
1072,R95-2C07,others
1073,R95-2C10,others
1074,R95-2D04,others
1075,R95-2D06,others
1076,R95-2D07,others
1077,R95-2E01,others
1078,R95-2E02,others
1079,R95-2E03,others
1080,R95-2E07,others
1081,R95-2E10,others
1082,R95-2E11,others
1083,R95-2E12,others
1084,R95-2F01,others
1085,R95-2F04,others
1086,R95-2F05,others
1087,R95-2F07,others
1088,R95-2F11,others
1089,R95-2G07,others
1090,R95-2G09,others
1091,R95-2G12,others
1092,R95-2H05,others
1093,R95-2H06,others
1094,R95-2H07,others
1095,R95-2H10,others
1096,R95-2H12,others
1097,W85-1A02,others
1098,W85-1A08,others
1099,W85-1A10,others
1100,W85-1A11,others
1101,W85-1B04,others
1102,W85-1B06,others
1103,W85-1C01,others
1104,W85-1C02,others
1105,W85-1C10,others
1106,W85-1C11,others
1107,W85-1D02,others
1108,W85-1D03,others
1109,W85-1D10,others
1110,W85-1D12,others
1111,W85-1E01,others
1112,W85-1E02,others
1113,W85-1E04,others
1114,W85-1E05,others
1115,W85-1E07,others
1116,W85-1F03,others
1117,W85-1F04,others
1118,W85-1F05,others
1119,W85-1F07,others
1120,W85-1G01,others
1121,W85-1G05,others
1122,W85-1G07,others
1123,W85-1G11,others
1124,W85-1H01,others
1125,W85-1H07,others
1126,W85-1H08,others
1127,W85-1H10,others
1128,W85-2A04,others
1129,W85-2A05,others
1130,W85-2A07,others
1131,W85-2A08,others
1132,W85-2B03,others
1133,W85-2B06,others
1134,W85-2B08,others
1135,W85-2B12,others
1136,W85-2C04,others
1137,W85-2C06,others
1138,W85-2C07,others
1139,W85-2C10,others
1140,W85-2C12,others
1141,W85-2D04,others
1142,W85-2D08,others
1143,W85-2D12,others
1144,W85-2E03,others
1145,W85-2E05,others
1146,W85-2E09,others
1147,W85-2E10,others
1148,W85-2F03,others
1149,W85-2F05,others
1150,W85-2F11,others
1151,W85-2F12,others
1152,W85-2G01,others
1153,W85-2G04,others
1154,W85-2G05,others
1155,W85-2G07,others
1156,W85-2H01,others
1157,W85-2H04,others
1158,W85-2H05,others
1159,W85-2H08,others
1160,W85-2H10,others
1161,W85-3A12,others
1162,W85-3B02,others
1163,W85-3B03,others
1164,W85-3B05,others
1165,W85-3B07,others
1166,W85-3B09,others
1167,W85-3C03,others
1168,W85-3C05,others
1169,W85-3C08,others
1170,W85-3C10,others
1171,W85-3D10,others
1172,W85-3E02,others
1173,W85-3F01,others
1174,W85-3F09,others
1175,W85-3G09,others
1176,W85-3G10,others
1177,W85-3H01,others
1178,W85-3H03,others
1179,W85-3H04,others
1180,SFV015_1E03,others
1181,SFV015_1F02,others
1182,008-10053_5D03,others
1183,008-10053_6F06,others
1184,011-10069_2G04,others
1185,017-10116_3D04,others
1186,017-10116_4G04,others
1187,019-10117_3C04,others
1188,019-10117_3E02,others
1189,019-10117_3E04,others
1190,019-10117_3G01,others
1191,019-10117_4B01,others
1192,019-10117_4G04,others
1193,024-10128_3E01,others
1194,024-10128_3E05,others
1195,024-10128_3E06,others
1196,024-10128_3F05,others
1197,024-10128_4B04,others
1198,028-10134_4B04,others
1199,028-10134_4D06,others
1200,028-10134_4F05,others
1201,034-10040_1F05,others
1202,034-100809_1A03,others
1203,034-100809_1B02,others
1204,034-100809_1D05,others
1205,034-100809_1F04,others
1206,034-100809_1F05,others
1207,034-100809_2A04,others
1208,034-100809_2E03,others
1209,034-100809_2F01,others
1210,034-100809_3E01,others
1211,037-10036_4D02,others
1212,037-102909_2G04,others
1213,041-102909_2C03,others
1214,041-102909_2C06,others
1215,041-102909_3A03,others
1216,041-102909_3B02,others
1217,041-102909_3G01,others
1218,041-102909_3G02,others
1219,042-100809_2F04,others
1220,042-100809_3C06,others
1221,042-100809_3D03,others
1222,042-100809_3G04,others
1223,2-12C,others
1224,220-14-IgG_1A02,others
1225,220-14-IgG_1A03,others
1226,220-14-IgG_1E01,others
1227,236-14-IgG_1A06,others
1228,236-14-IgG_1B03,others
1229,236-14-IgG_1F03,others
1230,240-14-IgG_2E03,others
1231,AG1-A01,others
1232,AG1-E04,others
1233,AG10-3A02,others
1234,AG10-3C01,others
1235,AG10-A05,others
1236,AG11-2A01,others
1237,AG11-2B01,others
1238,AG11-2C03,others
1239,AG11-2E02,others
1240,AG11-2F01,others
1241,AG11-3C06,others
1242,AG11-3F04,others
1243,AG11-E04,others
1244,AG12-2A05,others
1245,AG12-3A03,others
1246,AG12-3D05,others
1247,AG12-C05,others
1248,AG12-C06,others
1249,AG13-3A02,others
1250,AG13-3B01,others
1251,AG13-3B04,others
1252,AG13-3C03,others
1253,AG13-3C05,others
1254,AG13-3D02,others
1255,AG13-3E04,others
1256,AG13-3E05,others
1257,AG13-3F03,others
1258,AG13-3F04,others
1259,AG13-3G03,others
1260,AG2-B01,others
1261,AG2-B02,others
1262,AG2-C02,others
1263,AG2-F02,others
1264,AG2-G02,others
1265,AG3-D06,others
1266,AG4-C01,others
1267,AG5-E04,others
1268,AG6-3E02,others
1269,AG7-3B02,others
1270,AG7-3C01,others
1271,AG7-G05,others
1272,AG8-2B02,others
1273,AG8-2D02,others
1274,AG9-4A02,others
1275,AG9-4B03,others
1276,AG9-4G01,others
1277,C1-2-2C04,others
1278,C1-2-2D06,others
1279,C1-2-2F03,others
1280,C1-2-2F04,others
1281,C1-2-2G01,others
1282,C1-2-B02,others
1283,C1-2-C06,others
1284,C1-2-D05,others
1285,C1-2-E05,others
1286,C1-2-G04,others
1287,C1-2A02,others
1288,C1-2B06,others
1289,C1-2D03,others
1290,C1-2E01,others
1291,C1-3-7F02,others
1292,C1-3A03,others
1293,C1-3B01,others
1294,C1-3C01,others
1295,C1-3E03,others
1296,C1-3E05,others
1297,C1-B01,others
1298,C1-C02,others
1299,C1-D05,others
1300,C1-E04,others
1301,C1-F02,others
1302,C1-G01,others
1303,C2-2-2G05,others
1304,C2-3-D06,others
1305,C2-3-F04,others
1306,C2-3-G03,others
1307,C2-3-G05,others
1308,C3-2-3C01,others
1309,C3-2-3F02,others
1310,C6-2-2C06,others
1311,C6-2-2E05,others
1312,C6-2-C01,others
1313,C6-2-D02,others
1314,C6-C01,others
1315,C6-G03,others
1316,C7-3-A05,others
1317,C7-3-C02,others
1318,C8-2-F02,others
1319,C8-A06,others
1320,C8-B02,others
1321,C8-B04,others
1322,T3-1A,others
